,Teks,Normalisasi_Teks,KBBI_Teks,Normal_Teks,Stopword_Removed_Teks,Clean,clean_teks
545, ( READY STOK ) The Originote BHA Charcoal Clay Mask - Masker Wajah Mud Mask Originote BPOM Ini linknya ya https://t.co/6C2qcoeo0w https://t.co/5qi8IpZbA7,ready stok the originote bha charcoal clay mask masker wajah mud mask originote bpom ini linknya ya,ready <norm> the originote bha charcoal clay mask <norm> <norm> <norm> mask originote <norm> <norm> linknya <norm>,ready stok the originote bha charcoal clay mask masker wajah mud mask originote bpom ini linknya iya,ready stok the originote bha charcoal clay mask masker wajah mud mask originote bpom linknya iya,ready stok the originote bha charcoal clay mask masker wajah mud mask originote bpom ini linknya ya,"['ready', 'stok', 'the', 'originote', 'bha', 'charcoal', 'clay', 'mask', 'masker', 'wajah', 'mud', 'mask', 'originote', 'bpom', 'linknya', 'iya']"
546,WTS Preloved The Originote Gluta Bright B3 Serum 20ml - dijual karena udah ganti merk lain - masih bagus - isinya kira2 masih 70% - price 17.999 - link : https://t.co/cds2a6l5NM - link shopee video https://t.co/aRtkTHd0xg https://t.co/vicd310f5j,wts preloved the originote gluta bright b serum ml dijual karena udah ganti merk lain masih bagus isinya kira masih price link link shopee video,<norm> preloved the originote gluta bright <norm> <norm> <norm> <norm> <norm> udah <norm> <norm> <norm> <norm> <norm> isinya <norm> <norm> price link link shopee <norm>,wts preloved the originote gluta bright b serum ml dijual karena sudah ganti merk lain masih bagus isinya kira masih price link link shopee video,wts preloved the originote gluta bright b serum ml dijual ganti merk bagus isinya price link link shopee video,wts preloved the originote gluta bright b serum ml dijual karena udah ganti merk lain masih bagus isinya kira masih price link link shopee video,"['wts', 'preloved', 'the', 'originote', 'gluta', 'bright', 'b', 'serum', 'ml', 'jual', 'ganti', 'merk', 'bagus', 'isi', 'price', 'link', 'link', 'shopee', 'video']"
547,jb wts preloved retinol the originote. jarang dipake 15k aja (after vc video) exp 2026 dom jateng bisa (toko udh gratong xtra) dm @/araasure https://t.co/BueSkNZqxc,jb wts preloved retinol the originote jarang dipake k aja after vc video exp dom jateng bisa toko udh gratong xtra dm araasure,jb <norm> preloved retinol the originote <norm> dipake <norm> <norm> after vc <norm> exp <norm> <norm> <norm> <norm> udh gratong xtra <norm> araasure,jb wts preloved retinol the originote jarang dipake ke saja after vc video exp dom jateng bisa toko udah gratong xtra dm araasure,jb wts preloved retinol the originote jarang dipake after video exp dom jateng toko udah gratong xtra dm araasure,jb wts preloved retinol the originote jarang dipake k aja after vc video exp dom jateng bisa toko udh gratong xtra dm araasure,"['jb', 'wts', 'preloved', 'retinol', 'the', 'originote', 'jarang', 'dipake', 'after', 'video', 'exp', 'dom', 'jateng', 'toko', 'udah', 'gratong', 'xtra', 'dm', 'araasure']"
548,Rekomendasi cushion high coverage The Originote spf 35 pa+++ ️ https://t.co/TkkUkWYzLZ ️ Cushion dengan tekstur ringan dan full coverage ️ Finishnya matte ️ Cocok untuk semua jenis kulit #racunmakeup #racunskincare #ShopeeID #shopeeaffiliate #zonauang https://t.co/2iNn82ARo0,rekomendasi cushion high coverage the originote spf pa cushion dengan tekstur ringan dan full coverage finishnya matte cocok untuk semua jenis kulit racunmakeup racunskincare shopeeid shopeeaffiliate zonauang,<norm> cushion high coverage the originote <norm> <norm> cushion <norm> <norm> <norm> <norm> full coverage finishnya matte <norm> <norm> <norm> <norm> <norm> racunmakeup racunskincare shopeeid shopeeaffiliate zonauang,rekomendasi cushion high coverage the originote spf pa cushion dengan tekstur ringan dan full coverage finishnya matte cocok untuk semua jenis kulit racunmakeup racunskincare shopeeid shopeeaffiliate zonauang,rekomendasi cushion high coverage the originote spf pa cushion tekstur ringan full coverage finishnya matte cocok jenis kulit racunmakeup racunskincare shopeeid shopeeaffiliate zonauang,rekomendasi cushion high coverage the originote spf pa cushion dengan tekstur ringan dan full coverage finishnya matte cocok untuk semua jenis kulit racunmakeup racunskincare shopeeid shopeeaffiliate zonauang,"['rekomendasi', 'cushion', 'high', 'coverage', 'the', 'originote', 'spf', 'pa', 'cushion', 'tekstur', 'ringan', 'full', 'coverage', 'finishnya', 'matte', 'cocok', 'jenis', 'kulit', 'racunmakeup', 'racunskincare', 'shopeeid', 'shopeeaffiliate', 'zonauang']"
549,@sehunielof_ aku beli the originate enak sih menurutku pas dipake adem terus juga emang bersihinnya ngaruh dan ga perih,sehunielof_ aku beli the originate enak sih menurutku pas dipake adem terus juga emang bersihinnya ngaruh dan ga perih,sehunielof_ <norm> <norm> the originate <norm> <norm> menurutku <norm> dipake <norm> <norm> <norm> <norm> bersihinnya ngaruh <norm> <norm> <norm>,sehunielof_ aku beli the originate enak sih menurutku pas dipake adem terus juga emang bersihinnya berpengaruh dan ga perih,sehunielof_ beli the originate enak menurutku pas dipake adem emang bersihinnya berpengaruh perih,sehunielof_ aku beli the originate enak sih menurutku pas dipake adem terus juga emang bersihinnya ngaruh dan ga perih,"['sehunielof', 'beli', 'the', 'originate', 'enak', 'turut', 'pas', 'dipake', 'adem', 'emang', 'bersihinnya', 'pengaruh', 'perih']"
550, The Originote Ceratinol Moisturizer - Retinol Cream Gel Serum Pelembab Wajah Menyamarkan Garis Halus Mengencangkan Wajah... Ini linknya ya https://t.co/C7aBmqWNDv https://t.co/wf3LqgYcPx,the originote ceratinol moisturizer retinol cream gel serum pelembab wajah menyamarkan garis halus mengencangkan wajah ini linknya ya,the originote ceratinol moisturizer retinol cream <norm> <norm> pelembab <norm> <norm> <norm> <norm> <norm> <norm> <norm> linknya <norm>,the originote ceratinol moisturizer retinol cream gel serum pelembab wajah menyamarkan garis halus mengencangkan wajah ini linknya iya,the originote ceratinol moisturizer retinol cream gel serum pelembab wajah menyamarkan garis halus mengencangkan wajah linknya iya,the originote ceratinol moisturizer retinol cream gel serum pelembab wajah menyamarkan garis halus mengencangkan wajah ini linknya ya,"['the', 'originote', 'ceratinol', 'moisturizer', 'retinol', 'cream', 'gel', 'serum', 'pelembab', 'wajah', 'samar', 'garis', 'halus', 'encang', 'wajah', 'linknya', 'iya']"
551, The Originote Ceratinol Moisturizer - Retinol Cream Gel Serum Pelembab Wajah Menyamarkan Garis Halus Mengencangkan Wajah... Ini linknya ya https://t.co/C7aBmqWNDv https://t.co/yGMMlh58Tf,the originote ceratinol moisturizer retinol cream gel serum pelembab wajah menyamarkan garis halus mengencangkan wajah ini linknya ya,the originote ceratinol moisturizer retinol cream <norm> <norm> pelembab <norm> <norm> <norm> <norm> <norm> <norm> <norm> linknya <norm>,the originote ceratinol moisturizer retinol cream gel serum pelembab wajah menyamarkan garis halus mengencangkan wajah ini linknya iya,the originote ceratinol moisturizer retinol cream gel serum pelembab wajah menyamarkan garis halus mengencangkan wajah linknya iya,the originote ceratinol moisturizer retinol cream gel serum pelembab wajah menyamarkan garis halus mengencangkan wajah ini linknya ya,"['the', 'originote', 'ceratinol', 'moisturizer', 'retinol', 'cream', 'gel', 'serum', 'pelembab', 'wajah', 'samar', 'garis', 'halus', 'encang', 'wajah', 'linknya', 'iya']"
552,Cek The Originote 2in1 Lash and Brow Serum Eye Lash Serum Eyelash Serum Penebal Menebalkan Bulu Mata Alis Biotin dengan harga Rp36.000. Dapatkan di Shopee sekarang! https://t.co/5iPqAQT4Aq https://t.co/1mE9LOZRiD,cek the originote in lash and brow serum eye lash serum eyelash serum penebal menebalkan bulu mata alis biotin dengan harga rp dapatkan di shopee sekarang,<norm> the originote in lash and brow <norm> eye lash <norm> eyelash <norm> <norm> <norm> <norm> <norm> <norm> <norm> <norm> <norm> <norm> dapatkan <norm> shopee <norm>,cek the originote in lash and brow serum eye lash serum eyelash serum penebal menebalkan bulu mata alis biotin dengan harga rp dapatkan di shopee sekarang,cek the originote in lash and brow serum eye lash serum eyelash serum penebal menebalkan bulu mata alis biotin harga rp dapatkan shopee,cek the originote in lash and brow serum eye lash serum eyelash serum penebal menebalkan bulu mata alis biotin dengan harga rp dapatkan di shopee sekarang,"['cek', 'the', 'originote', 'in', 'lash', 'and', 'brow', 'serum', 'eye', 'lash', 'serum', 'eyelash', 'serum', 'tebal', 'tebal', 'bulu', 'mata', 'alis', 'biotin', 'harga', 'rp', 'dapat', 'shopee']"
553, The Originote Cica-B5 Soothing Essence Toner - Toner Wajah Menenangkan Kulit Kemerahan dan Menyegarkan Wajah with Centel... Jangan sampai kehabisan https://t.co/ye1Qvl6ZM8 https://t.co/TlVguGWSrB,the originote cicab soothing essence toner toner wajah menenangkan kulit kemerahan dan menyegarkan wajah with centel jangan sampai kehabisan,the originote cicab soothing essence <norm> <norm> <norm> <norm> <norm> <norm> <norm> <norm> <norm> with centel <norm> <norm> <norm>,the originote cicab soothing essence toner toner wajah menenangkan kulit kemerahan dan menyegarkan wajah with centel jangan sampai kehabisan,the originote cicab soothing essence toner toner wajah menenangkan kulit kemerahan menyegarkan wajah with centel kehabisan,the originote cicab soothing essence toner toner wajah menenangkan kulit kemerahan dan menyegarkan wajah with centel jangan sampai kehabisan,"['the', 'originote', 'cicab', 'soothing', 'essence', 'toner', 'toner', 'wajah', 'tenang', 'kulit', 'merah', 'segar', 'wajah', 'with', 'centel', 'habis']"
554,Cek The Originote Mugwort B3 Clay Stick Mask - Masker Wajah Mugwort Acne Menenangkan dan Membuat Wajah Kencang dan Halus with Niacinamide dengan harga Rp38.000. Dapatkan di Shopee sekarang! https://t.co/c5WJniir7o https://t.co/qgBKOZUh0D,cek the originote mugwort b clay stick mask masker wajah mugwort acne menenangkan dan membuat wajah kencang dan halus with niacinamide dengan harga rp dapatkan di shopee sekarang,<norm> the originote mugwort <norm> clay stick mask <norm> <norm> mugwort acne <norm> <norm> <norm> <norm> <norm> <norm> <norm> with niacinamide <norm> <norm> <norm> dapatkan <norm> shopee <norm>,cek the originote mugwort b clay stick mask masker wajah mugwort acne menenangkan dan membuat wajah kencang dan halus with niacinamide dengan harga rp dapatkan di shopee sekarang,cek the originote mugwort b clay stick mask masker wajah mugwort acne menenangkan wajah kencang halus with niacinamide harga rp dapatkan shopee,cek the originote mugwort b clay stick mask masker wajah mugwort acne menenangkan dan membuat wajah kencang dan halus with niacinamide dengan harga rp dapatkan di shopee sekarang,"['cek', 'the', 'originote', 'mugwort', 'b', 'clay', 'stick', 'mask', 'masker', 'wajah', 'mugwort', 'acne', 'tenang', 'wajah', 'kencang', 'halus', 'with', 'niacinamide', 'harga', 'rp', 'dapat', 'shopee']"
555,Kemarin aku sempet tunjukkin swatches all shades dari cushion The Originote tapi pasti masih bingung juga kan mana shade yang pas. Nah bisa banget buat coba filternya di sini ya  https://t.co/Tt46ShzGDc,kemarin aku sempet tunjukkin swatches all shades dari cushion the originote tapi pasti masih bingung juga kan mana shade yang pas nah bisa banget buat coba filternya di sini ya,<norm> <norm> sempet tunjukkin swatches all shades <norm> cushion the originote <norm> <norm> <norm> <norm> <norm> <norm> <norm> shade <norm> <norm> <norm> <norm> <norm> <norm> <norm> filternya <norm> <norm> <norm>,kemarin aku sempat tunjukkin swatches all shades dari cushion the originote tapi pasti masih bingung juga kan mana shade yang pas nah bisa banget buat coba filternya di sini iya,kemarin tunjukkin swatches all shades cushion the originote bingung shade pas banget coba filternya iya,kemarin aku sempet tunjukkin swatches all shades dari cushion the originote tapi pasti masih bingung juga kan mana shade yang pas nah bisa banget buat coba filternya di sini ya,"['kemarin', 'tunjukkin', 'swatches', 'all', 'shades', 'cushion', 'the', 'originote', 'bingung', 'shade', 'pas', 'banget', 'coba', 'filter', 'iya']"
557,Rekomendasi cushion yang oke banget hasilnya Cek The Originote High Cover Serum Cushion dengan harga Rp92.000. Dapatkan di Shopee sekarang! https://t.co/yOV5k63tsr https://t.co/VIKQebLzLF,rekomendasi cushion yang oke banget hasilnya cek the originote high cover serum cushion dengan harga rp dapatkan di shopee sekarang,<norm> cushion <norm> <norm> <norm> hasilnya <norm> the originote high cover <norm> cushion <norm> <norm> <norm> dapatkan <norm> shopee <norm>,rekomendasi cushion yang oke banget hasilnya cek the originote high cover serum cushion dengan harga rp dapatkan di shopee sekarang,rekomendasi cushion oke banget hasilnya cek the originote high cover serum cushion harga rp dapatkan shopee,rekomendasi cushion yang oke banget hasilnya cek the originote high cover serum cushion dengan harga rp dapatkan di shopee sekarang,"['rekomendasi', 'cushion', 'oke', 'banget', 'hasil', 'cek', 'the', 'originote', 'high', 'cover', 'serum', 'cushion', 'harga', 'rp', 'dapat', 'shopee']"
560,Cek The Originote Hyalurose Micellar Water - 300ml Pembersih Wajah Make Up Remover Cleansing Water dan Melembabkan Wajah with Hyaluronic Acid dengan harga Rp48.000. Dapatkan di Shopee sekarang! https://t.co/0yxYzFp7OO #ShopeeID https://t.co/VeyWVcqPCr,cek the originote hyalurose micellar water ml pembersih wajah make up remover cleansing water dan melembabkan wajah with hyaluronic acid dengan harga rp dapatkan di shopee sekarang shopeeid,<norm> the originote hyalurose micellar <norm> <norm> <norm> <norm> make up remover cleansing <norm> <norm> melembabkan <norm> with hyaluronic acid <norm> <norm> <norm> dapatkan <norm> shopee <norm> shopeeid,cek the originote hyalurose micellar water ml pembersih wajah make up remover cleansing water dan melembabkan wajah with hyaluronic acid dengan harga rp dapatkan di shopee sekarang shopeeid,cek the originote hyalurose micellar water ml pembersih wajah make up remover cleansing water melembabkan wajah with hyaluronic acid harga rp dapatkan shopee shopeeid,cek the originote hyalurose micellar water ml pembersih wajah make up remover cleansing water dan melembabkan wajah with hyaluronic acid dengan harga rp dapatkan di shopee sekarang shopeeid,"['cek', 'the', 'originote', 'hyalurose', 'micellar', 'water', 'ml', 'bersih', 'wajah', 'make', 'up', 'remover', 'cleansing', 'water', 'melembabkan', 'wajah', 'with', 'hyaluronic', 'acid', 'harga', 'rp', 'dapat', 'shopee', 'shopeeid']"
562,Buat kalian yang mau belii bisa klik di sini yaa https://t.co/orY8nnvnOE,buat kalian yang mau belii bisa klik di sini yaa,<norm> <norm> <norm> <norm> belii <norm> <norm> <norm> <norm> yaa,buat kalian yang mau belii bisa klik di sini yaa,belii klik yaa,buat kalian yang mau belii bisa klik di sini yaa,"['beli', 'klik', 'yaa']"
563, ( READY STOK ) The Originote BHA Charcoal Clay Mask - Masker Wajah Mud Mask Originote BPOM Belinya disini https://t.co/UgS0ElAdfO https://t.co/EQmzY42Gf4,ready stok the originote bha charcoal clay mask masker wajah mud mask originote bpom belinya disini,ready <norm> the originote bha charcoal clay mask <norm> <norm> <norm> mask originote <norm> belinya disini,ready stok the originote bha charcoal clay mask masker wajah mud mask originote bpom belinya disini,ready stok the originote bha charcoal clay mask masker wajah mud mask originote bpom belinya,ready stok the originote bha charcoal clay mask masker wajah mud mask originote bpom belinya disini,"['ready', 'stok', 'the', 'originote', 'bha', 'charcoal', 'clay', 'mask', 'masker', 'wajah', 'mud', 'mask', 'originote', 'bpom', 'beli']"
564, ( READY STOK ) The Originote BHA Charcoal Clay Mask - Masker Wajah Mud Mask Originote BPOM Jangan sampai kehabisan https://t.co/mPImdmdX8l https://t.co/eZhOAxQweH,ready stok the originote bha charcoal clay mask masker wajah mud mask originote bpom jangan sampai kehabisan,ready <norm> the originote bha charcoal clay mask <norm> <norm> <norm> mask originote <norm> <norm> <norm> <norm>,ready stok the originote bha charcoal clay mask masker wajah mud mask originote bpom jangan sampai kehabisan,ready stok the originote bha charcoal clay mask masker wajah mud mask originote bpom kehabisan,ready stok the originote bha charcoal clay mask masker wajah mud mask originote bpom jangan sampai kehabisan,"['ready', 'stok', 'the', 'originote', 'bha', 'charcoal', 'clay', 'mask', 'masker', 'wajah', 'mud', 'mask', 'originote', 'bpom', 'habis']"
